lng,lat,speed,direction
93.3395289,11.4895373,19.525,141.4
93.3396541,11.5437771,29.198,152.6
93.3397797,11.5980167,28.233,148.6
93.3399058,11.652256,30.584,149.0
93.3400324,11.7064951,23.122,138.9
93.3401593,11.7607341,16.015,128.1
93.3402868,11.8149729,13.573,120.6
93.3404146,11.8692114,11.065,133.7
93.3405429,11.9234497,16.72,128.4
93.3406717,11.9776878,7.166,122.6
93.3408009,12.0319257,3.432,97.1
93.3409305,12.0861634,9.838,114.2
93.3916581,10.2960906,32.335,233.5
93.3917834,10.3503344,34.604,230.2
93.3919091,10.404578,31.116,227.4
93.3920353,10.4588213,28.974,221.4
93.392162,10.5130646,25.416,215.1
93.3922892,10.5673076,24.384,206.6
93.3924168,10.6215505,22.068,193.4
93.3925449,10.6757932,22.983,179.1
93.3926735,10.7300356,25.468,175.1
93.3928025,10.7842779,26.069,164.5
93.392932,10.83852,26.992,154.9
93.393062,10.892762,26.763,141.8
93.3931924,10.9470037,26.094,134.2
93.3933233,11.0012452,31.091,138.5
93.3934547,11.0554865,32.457,128.1
93.3935866,11.1097277,26.151,123.4
93.3937189,11.1639686,23.303,117.5
93.3938517,11.2182094,21.596,88.3
93.393985,11.2724499,18.154,55.0
93.3941187,11.3266902,19.839,106.5
93.3942529,11.3809304,19.652,124.8
93.3943876,11.4351703,18.236,124.6
93.3945228,11.4894101,27.367,149.2
93.3946585,11.5436497,27.793,154.6
93.3947946,11.597889,27.339,147.1
93.3949312,11.6521281,28.987,147.3
93.3950683,11.706367,27.9,145.0
93.3952058,11.7606058,19.473,137.2
93.3953439,11.8148443,17.977,139.2
93.3954824,11.8690826,14.645,133.9
93.3956214,11.9233206,19.493,136.7
93.3957609,11.9775585,13.147,134.4
93.3959008,12.0317962,13.009,115.2
93.3960413,12.0860337,25.031,117.7
93.3961822,12.140271,33.09,108.3
93.4464315,10.2959585,46.79,219.8
93.4465665,10.350202,36.499,228.2
93.4467019,10.4044454,29.974,230.8
93.4468378,10.4586885,32.732,222.7
93.4469743,10.5129315,30.464,212.0
93.4471112,10.5671744,25.661,208.7
93.4472486,10.621417,25.181,202.9
93.4473866,10.6756594,21.451,187.1
93.447525,10.7299016,16.704,170.6
93.447664,10.7841437,23.801,164.8
93.4478034,10.8383856,28.399,157.1
93.4479434,10.8926272,30.253,142.8
93.4480839,10.9468687,28.978,135.3
93.4482249,11.00111,32.386,131.8
93.4483664,11.055351,32.327,127.5
93.4485084,11.109592,30.725,124.4
93.4486509,11.1638327,22.46,122.3
93.4487939,11.2180732,11.11,112.4
93.4489374,11.2723135,15.223,114.9
93.4490814,11.3265535,21.215,146.7
93.449226,11.3807935,31.535,144.5
93.4493711,11.4350332,31.85,141.1
93.4495166,11.4892727,35.405,149.8
93.4496627,11.543512,31.56,151.7
93.4498093,11.5977511,27.526,147.4
93.4499564,11.6519899,24.839,148.4
93.450104,11.7062286,23.251,144.0
93.4502522,11.7604671,21.089,141.7
93.4504008,11.8147054,22.587,143.5
93.45055,11.8689435,27.132,144.4
93.4506997,11.9231813,19.242,137.2
93.4508499,11.977419,19.596,131.1
93.4510006,12.0316564,24.845,124.8
93.4511519,12.0858936,33.949,113.1
93.4513037,12.1401307,36.146,105.0
93.5012051,10.2958166,48.731,217.2
93.5013496,10.3500599,40.334,221.0
93.5014947,10.404303,38.327,222.0
93.5016404,10.4585459,35.893,220.1
93.5017865,10.5127886,30.794,215.6
93.5019333,10.5670312,28.218,210.5
93.5020805,10.6212736,27.255,205.1
93.5022283,10.6755158,18.902,184.1
93.5023766,10.7297577,18.944,175.6
93.5025255,10.7839995,20.083,161.0
93.5026749,10.8382411,25.391,147.9
93.5028249,10.8924825,30.867,152.1
93.5029754,10.9467238,32.184,133.3
93.5031265,11.0009648,31.943,119.4
93.5032781,11.0552056,30.659,132.7
93.5034302,11.1094462,26.088,125.5
93.5035829,11.1636867,27.986,146.2
93.5037361,11.2179269,26.015,153.8
93.5038899,11.272167,17.484,154.0
93.5040442,11.3264068,26.173,147.5
93.5041991,11.3806464,35.411,148.9
93.5043545,11.4348859,37.621,149.7
93.5045105,11.4891251,33.145,148.1
93.504667,11.5433642,33.727,151.2
93.5048241,11.597603,21.863,140.5
93.5049817,11.6518416,20.586,137.2
93.5051399,11.70608,17.406,138.7
93.5052986,11.7603183,21.494,139.5
93.5054578,11.8145563,26.149,141.8
93.5056177,11.8687941,27.936,139.8
93.5057781,11.9230316,29.905,137.7
93.505939,11.977269,36.148,132.4
93.5061005,12.0315062,20.021,103.8
93.5062625,12.0857432,27.136,106.2
93.5064251,12.13998,36.305,108.4
93.5065883,12.1942165,43.449,106.3
93.5561327,10.349908,47.198,216.2
93.5562875,10.4041508,45.11,216.3
93.5564428,10.4583934,43.63,215.7
93.5565988,10.5126359,38.931,211.7
93.5567553,10.5668782,34.346,212.0
93.5569123,10.6211203,30.942,209.7
93.55707,10.6753622,15.194,186.8
93.5572282,10.7296038,18.028,179.1
93.557387,10.7838453,18.9,161.5
93.5575464,10.8380867,21.411,144.8
93.5577064,10.8923278,31.274,155.7
93.5578669,10.9465688,28.944,140.9
93.558028,11.0008096,30.774,132.7
93.5581897,11.05505,35.738,149.7
93.558352,11.1092904,27.539,146.2
93.5585149,11.1635306,33.272,158.2
93.5586783,11.2177706,38.803,171.7
93.5588423,11.2720104,27.867,157.1
93.5590069,11.3262498,29.389,155.8
93.5591721,11.3804892,36.898,151.4
93.5593379,11.4347284,37.967,152.2
93.5595043,11.4889674,28.153,139.9
93.5596712,11.5432062,23.504,129.3
93.5598388,11.5974447,25.065,137.2
93.5600069,11.651683,21.242,136.3
93.5601756,11.7059212,25.242,138.8
93.5603449,11.7601591,28.767,138.7
93.5605148,11.8143969,40.669,145.1
93.5606853,11.8686344,30.815,136.2
93.5608563,11.9228716,36.76,133.9
93.561028,11.9771088,42.399,130.0
93.5612003,12.0313457,29.538,112.6
93.5613731,12.0855824,40.105,115.7
93.5615465,12.1398188,35.866,107.9
93.5617206,12.1940551,49.006,113.4
93.6109158,10.3497463,47.217,212.8
93.6110802,10.4039888,45.39,212.1
93.6112453,10.4582311,46.172,209.2
93.6114109,10.5124733,39.991,208.3
93.6115772,10.5667153,34.827,209.2
93.6117441,10.6209571,29.27,208.6
93.6119116,10.6751987,20.674,196.3
93.6120797,10.72944,19.178,191.2
93.6122484,10.7836813,21.904,188.2
93.6124178,10.8379223,25.186,171.9
93.6125877,10.8921632,31.8,171.6
93.6127583,10.9464038,30.73,155.7
93.6129295,11.0006443,31.208,155.6
93.6131013,11.0548845,30.07,148.6
93.6132737,11.1091246,28.485,149.8
93.6134468,11.1633644,64.012,186.7
93.6136204,11.2176041,38.393,172.0
93.6137947,11.2718436,30.905,162.5
93.6139696,11.3260828,31.315,161.1
93.6141451,11.3803219,39.77,156.1
93.6143212,11.4345608,37.356,144.2
93.614498,11.4887995,29.494,138.8
93.6146754,11.5430379,22.003,124.5
93.6148534,11.5972762,20.906,124.7
93.615032,11.6515142,18.805,122.8
93.6152113,11.705752,24.949,135.9
93.6153912,11.7599897,30.692,139.4
93.6155717,11.8142272,35.75,139.5
93.6157528,11.8684644,40.551,133.5
93.6159346,11.9227013,52.244,127.0
93.616117,11.9769382,49.42,123.8
93.6163,12.0311748,55.261,122.3
93.6164836,12.0854112,28.341,101.0
93.6166679,12.1396473,29.28,100.9
93.6658729,10.403817,37.005,210.1
93.6660476,10.4580589,36.783,203.3
93.666223,10.5123008,36.675,202.1
93.6663991,10.5665425,31.19,195.9
93.6665758,10.620784,20.949,199.1
93.6667532,10.6750253,19.006,191.2
93.6669312,10.7292663,18.78,195.2
93.6671098,10.7835072,22.681,188.6
93.6672891,10.837748,22.972,180.3
93.6674691,10.8919885,33.953,187.2
93.6676497,10.9462289,18.657,129.3
93.6678309,11.000469,28.551,169.9
93.6680128,11.0547089,30.885,169.5
93.6681954,11.1089487,32.105,168.7
93.6683786,11.1631882,62.338,187.0
93.6685625,11.2174276,47.63,177.0
93.668747,11.2716668,42.78,174.2
93.6689322,11.3259057,51.156,168.9
93.669118,11.3801444,36.087,157.0
93.6693045,11.434383,28.15,141.9
93.6694917,11.4886214,24.092,122.1
93.6696795,11.5428595,22.841,110.7
93.669868,11.5970975,18.069,128.2
93.6700571,11.6513351,20.952,120.9
93.6702469,11.7055727,18.563,117.0
93.6704374,11.75981,28.36,137.2
93.6706285,11.8140472,33.243,138.0
93.6708203,11.8682841,41.655,128.7
93.6710127,11.9225207,54.436,127.0
93.6712058,11.9767572,54.155,123.7
93.6713996,12.0309935,60.344,121.3
93.6715941,12.0852296,52.498,119.0
93.7210351,10.5121185,31.972,194.6
93.7212209,10.5663598,36.188,191.6
93.7214074,10.620601,17.124,183.9
93.7215946,10.674842,17.665,181.0
93.7217825,10.7290827,24.972,190.9
93.7219711,10.7833233,21.931,185.2
93.7221604,10.8375637,29.184,183.3
93.7223503,10.8918039,18.459,162.0
93.7225409,10.9460439,17.292,165.1
93.7227323,11.0002837,14.675,107.8
93.7229243,11.0545233,24.881,171.1
93.723117,11.1087627,26.394,168.7
93.7233104,11.163002,58.62,186.2
93.7238947,11.3257184,36.361,157.3
93.7240909,11.3799568,36.382,158.9
93.7242877,11.434195,24.431,140.8
93.7244853,11.4884331,25.415,132.2
93.7246835,11.5426709,25.622,132.1
93.7248825,11.5969085,15.648,118.1
93.7250821,11.6511459,18.929,123.4
93.7252824,11.7053831,17.459,120.6
93.7254835,11.7596201,35.171,145.3
93.7256852,11.8138569,27.457,136.2
93.7258877,11.8680935,23.377,112.9
93.7260908,11.9223298,34.416,120.4
93.7262946,11.9765659,33.47,114.2
93.7760426,10.5661673,35.394,184.5
93.7762389,10.6204081,18.617,182.8
93.776436,10.6746488,18.189,180.7
93.7766337,10.7288891,21.94,187.2
93.7768322,10.7831294,25.314,185.1
93.7770315,10.8373694,32.09,182.8
93.7772314,10.8916093,29.875,185.1
93.7774321,10.945849,13.766,124.3
93.7776335,11.0000884,13.841,103.1
93.7778356,11.0543276,24.547,57.9
93.7780384,11.1085667,29.989,50.9
93.7790635,11.3797591,28.784,157.6
93.7792707,11.4339969,30.316,156.6
93.7794787,11.4882346,23.453,129.2
93.7796874,11.5424721,25.579,141.2
93.7798968,11.5967094,13.503,124.6
93.7801069,11.6509464,9.316,111.3
93.7803178,11.7051832,11.288,106.7
93.7805294,11.7594199,15.881,124.1
93.7807418,11.8136563,18.627,124.9
93.7809549,11.8678926,22.598,26.9
93.7811687,11.9221285,21.638,34.2
93.8310704,10.6202054,30.324,181.2
93.8312773,10.6744457,32.304,181.9
93.831485,10.7286856,29.41,176.8
93.8316934,10.7829255,37.19,184.7
93.8319026,10.8371652,33.286,183.9
93.8321125,10.8914047,21.669,163.5
93.8323232,10.945644,21.255,164.1
93.8325347,10.9998831,24.331,61.9
93.8327469,11.054122,29.328,45.5
93.8329599,11.1083607,15.218,75.8
93.8331736,11.1625992,14.837,85.8
93.8340362,11.3795512,26.109,158.9
93.8342538,11.4337887,30.93,158.7
93.8344721,11.488026,36.763,160.0
93.8346912,11.5422631,26.389,151.2
93.8349111,11.5965,16.063,142.0
93.8351318,11.6507366,9.308,122.8
93.8353532,11.7049731,7.761,58.5
93.8355754,11.7592094,8.888,22.4
93.8357984,11.8134455,19.666,15.1
93.8360221,11.8676813,22.308,16.3
93.8859018,10.6199928,30.028,183.1
93.8861186,10.6742326,24.067,174.6
93.8863361,10.7284722,23.325,164.3
93.8865545,10.7827117,23.862,164.4
93.8867736,10.836951,22.976,157.6
93.8869935,10.8911902,18.292,160.4
93.8872143,10.9454291,18.306,163.6
80.993405,15.5096623,78.458,103.0
80.9931392,15.5638822,78.458,103.0
80.9926055,15.6723211,65.443,314.9
80.9923375,15.7265401,65.443,314.9
81.0493262,15.5099151,57.488,90.7
81.0490752,15.5641353,57.488,90.7
81.0488235,15.6183552,47.409,71.6
81.048571,15.6725749,68.152,315.2
81.0483179,15.7267943,91.843,305.9
81.0480641,15.7810134,138.097,300.6
81.1054831,15.4559326,38.8,71.3
81.1052475,15.5101534,34.884,66.2
81.1050112,15.5643739,25.576,67.9
81.1047743,15.6185942,50.291,306.2
81.1045368,15.6728142,128.908,290.9
81.1042985,15.7270339,126.864,294.8
81.1040597,15.7812533,116.003,296.5
81.1038201,15.8354725,59.864,268.0
81.1035799,15.8896914,42.426,235.2
81.163565,14.9139305,31.721,283.8
81.1633502,14.9681542,26.015,281.5
81.162485,15.1850466,55.425,261.6
81.1622672,15.239269,75.004,274.5
81.1618297,15.3477131,23.987,35.3
81.1616101,15.4019347,23.728,38.3
81.1613898,15.4561561,27.464,52.2
81.1611689,15.5103772,20.047,352.4
81.1609474,15.5645981,30.703,311.3
81.1607253,15.6188186,64.967,297.2
81.1605026,15.6730389,119.74,287.9
81.1602793,15.727259,108.544,293.2
81.1600553,15.7814787,100.503,294.9
81.1598307,15.8356982,68.384,268.1
81.1596055,15.8899174,52.494,248.3
81.1593797,15.9441364,46.9,247.7
81.1591533,15.9983551,44.585,250.6
81.2193269,14.9141368,29.126,280.2
81.2191264,14.9683608,22.44,274.4
81.2189253,15.0225845,15.093,260.9
81.2185216,15.1310313,48.552,250.0
81.2183188,15.1852543,54.311,257.6
81.2181155,15.239477,70.367,271.8
81.2179116,15.2936995,79.042,278.2
81.2177072,15.3479217,23.687,38.3
81.2175022,15.4021436,22.233,46.5
81.2172966,15.4563652,21.862,18.1
81.2170905,15.5105866,22.768,349.2
81.2168837,15.5648078,35.428,309.0
81.2166764,15.6190286,94.59,286.9
81.2164685,15.6732492,97.354,286.5
81.2162601,15.7274695,102.792,289.3
81.2160511,15.7816896,97.957,287.7
81.2158415,15.8359094,74.537,271.5
81.2156313,15.8901289,59.334,256.8
81.2154205,15.9443481,57.577,252.5
81.2152092,15.9985671,45.563,247.3
81.2149973,16.0527857,40.35,227.7
81.2147848,16.1070042,31.136,193.7
81.2750888,14.9143288,33.831,281.9
81.2749026,14.9685531,11.717,256.4
81.2747159,15.0227771,7.837,205.8
81.2741527,15.1854477,66.971,265.3
81.273964,15.2396706,75.994,272.2
81.2735848,15.3481158,38.472,70.4
81.2733944,15.402338,28.395,53.0
81.2732035,15.45656,20.776,19.2
81.2730121,15.5107816,21.478,5.5
81.2728201,15.565003,95.003,282.9
81.2726276,15.6192241,97.277,282.6
81.2724346,15.673445,86.423,283.9
81.2722411,15.7276656,93.531,284.0
81.272047,15.7818859,70.954,282.4
81.2718523,15.836106,68.379,270.5
81.2716572,15.8903257,60.607,257.4
81.2714615,15.9445452,47.949,244.7
81.2712652,15.9987645,40.402,235.1
81.2710684,16.0529834,28.653,204.7
81.2708711,16.1072021,27.703,168.1
81.2706732,16.1614205,30.757,145.2
81.2704748,16.2156386,30.91,134.4
81.3296378,15.2940729,25.894,67.3
81.3294625,15.3482956,52.249,71.3
81.3292868,15.4025181,46.719,61.4
81.3291106,15.4567402,29.8,37.4
81.328579,15.6194052,106.714,273.4
81.3284008,15.6736263,87.961,275.8
81.3282221,15.7278471,66.017,276.4
81.3280429,15.7820677,58.69,272.5
81.3278633,15.836288,61.001,258.5
81.3276831,15.890508,47.573,247.6
81.3275025,15.9447277,31.903,226.4
81.3273213,15.9989472,25.288,214.5
81.3271397,16.0531664,27.092,201.9
81.3269575,16.1073854,27.28,183.2
81.3267749,16.161604,33.104,173.9
81.3265918,16.2158224,28.687,153.4
81.3856611,15.2400149,31.1,74.8
81.3855009,15.2942381,14.508,283.7
81.3853403,15.348461,13.356,33.0
81.3851792,15.4026837,45.184,59.9
81.3850177,15.4569061,41.324,287.5
81.3848557,15.5111282,125.831,267.5
81.3846933,15.5653501,113.484,267.0
81.3845304,15.6195717,115.813,264.8
81.3843671,15.6737931,63.209,271.2
81.3842033,15.7280141,37.587,267.7
81.384039,15.7822349,33.513,256.1
81.3838743,15.8364554,20.413,230.6
81.3837092,15.8906757,26.335,214.3
81.3835436,15.9448957,20.566,186.4
81.3833775,15.9991154,19.42,170.6
81.383211,16.0533348,20.206,183.6
81.3830441,16.107554,25.657,197.5
81.3828766,16.1617728,39.525,197.6
81.3827088,16.2159914,37.303,191.9
81.4419443,15.0774937,75.669,262.7
81.4417999,15.1317179,61.834,255.1
81.4416551,15.1859419,69.945,259.9
81.4415099,15.2401655,11.475,276.8
81.4413642,15.2943889,13.78,283.5
81.4412182,15.3486121,14.207,283.1
81.4410717,15.4028349,49.359,269.3
81.4409249,15.4570575,101.676,264.6
81.4407776,15.5112799,95.793,265.1
81.44063,15.565502,80.924,266.9
81.4404819,15.6197238,33.066,272.1
81.4403334,15.6739453,11.209,7.6
81.4401845,15.7281666,8.29,46.9
81.4400352,15.7823876,5.833,95.8
81.4398855,15.8366083,18.133,155.3
81.4397353,15.8908288,31.758,197.8
81.4395848,15.945049,30.447,175.8
81.4394338,15.9992689,34.483,184.5
81.4392825,16.0534885,37.815,196.4
81.4391307,16.1077079,43.748,201.0
81.4389785,16.161927,55.031,197.8
81.4388259,16.2161458,62.755,185.2
81.4977497,15.0776294,67.787,258.5
81.4976197,15.1318538,67.009,258.7
81.4974894,15.1860779,67.687,257.8
81.4973587,15.2403018,25.388,66.6
81.4972276,15.2945254,15.284,284.8
81.4970962,15.3487487,46.275,263.1
81.4969644,15.4029718,90.191,257.8
81.4968322,15.4571946,93.878,260.2
81.4966996,15.5114171,88.803,259.4
81.4965667,15.5656394,58.776,261.5
81.4964335,15.6198614,24.704,261.7
81.4962998,15.6740831,11.28,45.9
81.4961658,15.7283046,10.242,79.7
81.4960314,15.7825258,19.528,95.7
81.4958967,15.8367467,26.878,108.6
81.4957616,15.8909673,28.955,151.4
81.4956261,15.9451877,35.395,172.4
81.4954902,15.9994078,46.246,183.8
81.495354,16.0536276,57.074,188.1
81.4952174,16.1078472,38.321,174.1
81.4950804,16.1620665,54.46,179.7
81.494943,16.2162855,54.229,170.9
81.5536703,15.0235261,82.342,260.5
81.5535551,15.0777509,54.425,259.9
81.5534396,15.1319754,52.045,258.0
81.5533237,15.1861997,47.539,262.7
81.553091,15.2946475,113.046,258.0
81.5529742,15.348871,103.547,254.6
81.552857,15.4030942,89.647,251.7
81.5527395,15.4573172,71.86,254.2
81.5526217,15.5115399,77.337,252.7
81.5525036,15.5657623,33.069,256.4
81.5523851,15.6199845,4.821,282.9
81.5522663,15.6742064,15.347,75.7
81.5521472,15.728428,15.135,90.1
81.5520278,15.7826494,26.211,94.3
81.551908,15.8368705,29.487,102.3
81.5517879,15.8910913,38.448,94.9
81.5516674,15.9453118,35.772,154.5
81.5515467,15.9995321,62.668,183.1
81.5514256,16.0537521,53.36,169.2
81.5513041,16.1079718,41.663,148.4
81.5511824,16.1621913,45.771,158.1
81.5510603,16.2164104,65.14,165.0
81.6099612,14.7525045,34.218,265.3
81.6098618,14.8067307,40.962,259.8
81.6097621,14.8609567,54.072,262.1
81.6096621,14.9151824,53.63,264.2
81.6094614,15.0236331,80.637,260.0
81.6093606,15.077858,48.884,262.9
81.6092595,15.1320827,46.011,260.7
81.6091581,15.1863071,31.742,272.7
81.6090564,15.2405313,26.441,262.5
81.6089545,15.2947552,67.8,254.5
81.6088523,15.3489788,97.711,252.1
81.6087498,15.4032022,73.034,251.5
81.608647,15.4574253,64.764,246.8
81.6085439,15.5116482,43.041,247.9
81.6084405,15.5658708,18.115,236.2
81.6083369,15.6200931,5.929,209.5
81.6082329,15.6743151,13.697,92.3
81.6081287,15.7285369,21.532,84.7
81.6080242,15.7827584,28.421,88.1
81.6079194,15.8369797,40.479,85.0
81.6078143,15.8912006,43.665,87.0
81.6077089,15.9454213,36.27,109.4
81.6076032,15.9996418,43.778,152.0
81.6074972,16.0538619,46.873,144.4
81.607391,16.1080818,50.86,150.2
81.6072844,16.1623014,61.741,156.4
81.6071776,16.2165207,87.947,163.1
81.6656809,14.7525966,34.218,265.3
81.6655957,14.8068229,40.169,259.7
81.6655103,14.861049,42.02,260.0
81.6654246,14.9152749,57.669,263.3
81.6653387,14.9695005,54.051,264.9
81.6652525,15.0237258,81.318,260.1
81.6651661,15.0779509,54.733,262.8
81.6650795,15.1321757,48.074,259.8
81.6649926,15.1864002,21.046,265.6
81.6649054,15.2406245,25.129,260.3
81.664818,15.2948486,24.443,259.8
81.6647304,15.3490723,91.373,244.1
81.6646425,15.4032959,58.414,243.4
81.6645544,15.4575191,38.832,242.2
81.6644661,15.5117421,13.308,208.0
81.6643775,15.5659648,9.64,192.7
81.6642886,15.6201872,11.566,89.3
81.6641995,15.6744094,12.889,99.8
81.6641102,15.7286313,18.935,97.1
81.6640206,15.782853,28.361,93.7
81.6639308,15.8370743,32.706,91.2
81.6638407,15.8912954,41.667,87.7
81.6637504,15.9455162,34.83,116.6
81.6636598,15.9997368,40.403,135.7
81.663569,16.0539571,58.578,158.7
81.6634779,16.1081771,56.136,147.9
81.6633866,16.1623968,81.983,159.7
81.663295,16.2166163,106.67,159.8
81.6632032,16.2708355,130.645,161.4
81.7215421,14.6442208,15.703,257.9
81.7214007,14.7526745,27.896,260.8
81.7213297,14.8069009,38.53,258.1
81.7212585,14.8611272,45.479,261.9
81.7211871,14.9153531,52.449,261.4
81.7211155,14.9695788,49.073,264.0
81.7210437,15.0238043,62.411,260.8
81.7209717,15.0780294,22.858,275.8
81.7208995,15.1322544,17.977,272.5
81.7208271,15.186479,5.616,299.3
81.7207544,15.2407034,16.635,243.3
81.7206816,15.2949276,43.234,241.4
81.7206086,15.3491515,39.307,243.8
81.7205354,15.4033751,37.939,242.4
81.720462,15.4575984,35.184,231.0
81.7203883,15.5118215,12.624,210.0
81.7203145,15.5660443,17.799,200.5
81.7202405,15.6202669,14.303,181.8
81.7201662,15.6744892,11.39,138.0
81.7200918,15.7287112,18.359,98.7
81.7200171,15.7829329,25.648,98.1
81.7199422,15.8371544,30.38,100.5
81.7198672,15.8913756,40.373,86.4
81.7197919,15.9455966,35.769,99.8
81.7197164,15.9998172,39.955,116.0
81.7196407,16.0540376,49.292,144.2
81.7195648,16.1082577,76.205,156.4
81.7194887,16.1624776,98.573,158.3
81.7194124,16.2166971,126.245,159.7
81.7193359,16.2709164,138.956,158.9
81.77729,14.590057,5.181,154.6
81.7772336,14.6442844,6.937,240.8
81.7771772,14.6985114,15.666,269.3
81.7771205,14.7527382,23.881,262.5
81.7770637,14.8069648,22.134,263.4
81.7770068,14.8611911,35.639,260.8
81.7769496,14.9154171,36.904,262.7
81.7768923,14.9696429,61.202,258.3
81.7768349,15.0238685,59.945,256.4
81.7767773,15.0780937,20.217,273.3
81.7767195,15.1323187,13.64,269.5
81.7766616,15.1865435,6.039,48.8
81.7766035,15.240768,13.158,244.6
81.7765453,15.2949922,8.575,221.5
81.7764868,15.3492162,54.363,237.9
81.7764283,15.4034399,38.118,240.5
81.7763695,15.4576633,18.598,202.7
81.7763106,15.5118865,21.338,197.6
81.7762515,15.5661094,22.569,204.3
81.7761923,15.6203321,26.951,204.2
81.7761329,15.6745544,14.709,163.1
81.7760734,15.7287765,12.699,151.3
81.7760136,15.7829984,21.497,106.1
81.7759537,15.8372199,29.067,91.5
81.7758937,15.8914412,39.116,86.4
81.7758335,15.9456623,42.405,82.4
81.7757731,15.999883,38.232,111.6
81.7757125,16.0541035,45.096,109.9
81.7756518,16.1083237,74.223,153.4
81.7755909,16.1625436,86.284,154.4
81.7755299,16.2167633,101.333,153.2
81.7754687,16.2709827,126.929,153.3
81.8329674,14.5901064,5.181,154.6
81.8329252,14.6443338,6.937,240.8
81.8328828,14.6985609,15.666,269.3
81.8328404,14.7527878,19.156,259.0
81.8327978,14.8070144,22.486,263.8
81.832755,14.8612408,30.243,260.0
81.8327122,14.9154669,43.906,257.3
81.8326692,14.9696928,58.98,255.9
81.8326262,15.0239184,62.37,255.5
81.8325829,15.0781437,55.361,254.7
81.8325396,15.1323688,36.174,253.7
81.8324962,15.1865936,33.702,241.6
81.8324526,15.2408182,49.007,236.1
81.8324089,15.2950425,23.416,229.8
81.8323651,15.3492665,32.357,233.4
81.8323212,15.4034903,36.253,236.7
81.8322771,15.4577138,18.16,201.4
81.8322329,15.5119371,17.445,188.9
81.8321886,15.56616,19.054,168.5
81.8321442,15.6203827,23.039,199.5
81.8320997,15.6746052,15.483,180.7
81.832055,15.7288274,13.734,133.9
81.8320102,15.7830493,19.971,95.7
81.8319653,15.8372709,25.621,87.8
81.8319202,15.8914923,35.633,80.4
81.8318751,15.9457134,41.917,81.5
81.8318298,15.9999342,46.236,82.0
81.8317844,16.0541548,43.603,120.1
81.8317388,16.108375,61.877,142.7
81.8316932,16.162595,80.15,149.1
81.8316474,16.2168148,96.621,150.4
81.8316015,16.2710342,109.897,149.2
81.8315554,16.3252534,122.835,148.0
81.8886168,14.6443691,6.763,124.6
81.8885885,14.6985963,5.058,128.6
81.8885602,14.7528232,13.81,251.0
81.8885318,14.8070499,18.957,260.7
81.8885033,14.8612763,29.333,259.4
81.8884748,14.9155025,39.774,255.3
81.8884461,14.9697284,52.862,253.3
81.8884174,15.023954,59.517,254.3
81.8883886,15.0781794,53.403,252.8
81.8883597,15.1324046,53.88,249.8
81.8883308,15.1866294,68.231,242.6
81.8883017,15.2408541,66.54,238.5
81.8882726,15.2950784,58.805,235.3
81.8882434,15.3493025,35.324,230.3
81.8882141,15.4035263,30.699,232.2
81.8881847,15.4577499,21.389,155.9
81.8881553,15.5119732,20.434,118.6
81.8881257,15.5661962,25.421,97.2
81.8880961,15.620419,17.203,194.8
81.8880664,15.6746414,14.263,162.2
81.8880366,15.7288637,13.559,156.0
81.8880068,15.7830856,15.088,103.7
81.8879768,15.8373073,27.281,83.0
81.8879468,15.8915287,27.607,75.2
81.8879167,15.9457499,37.898,79.0
81.8878865,15.9999708,42.868,80.9
81.8878562,16.0541914,40.26,113.3
81.8878259,16.1084117,50.662,128.9
81.8877954,16.1626317,62.84,138.8
81.8877649,16.2168515,75.249,138.3
81.8877343,16.271071,104.516,144.5
81.8877036,16.3252902,115.242,143.8
81.9443225,14.5901629,21.8,100.9
81.9443084,14.6443903,11.468,107.2
81.9442943,14.6986175,4.72,138.5
81.9442801,14.7528445,11.072,252.0
81.9442659,14.8070712,24.592,257.3
81.9442517,14.8612976,21.948,248.7
81.9442374,14.9155238,37.169,250.2
81.9442231,14.9697498,48.722,249.3
81.9442087,15.0239754,54.998,252.6
81.9441943,15.0782009,52.35,249.3
81.9441799,15.132426,51.971,245.6
81.9441654,15.1866509,59.364,242.2
81.9441509,15.2408756,60.632,238.5
81.9441363,15.2950999,52.797,236.5
81.9441217,15.3493241,32.345,230.7
81.944107,15.4035479,23.851,233.7
81.9440924,15.4577715,14.974,226.6
81.9440776,15.5119948,23.957,110.7
81.9440629,15.5662179,12.654,109.3
81.9440481,15.6204407,11.288,139.8
81.9440332,15.6746632,10.342,130.1
81.9440183,15.7288855,16.247,111.0
81.9440034,15.7831074,19.963,87.5
81.9439884,15.8373292,13.021,82.2
81.9439734,15.8915506,18.798,69.7
81.9439583,15.9457718,28.839,76.0
81.9439432,15.9999927,32.416,85.9
81.9439281,16.0542133,32.676,101.9
81.9439129,16.1084337,36.293,119.3
81.9438977,16.1626538,41.28,130.7
81.9438824,16.2168736,39.113,113.2
81.9438671,16.2710931,61.055,131.5
81.9438518,16.3253123,77.38,139.8
81.9438364,16.3795313,83.986,146.5
82.0,14.5901699,21.8,100.9
82.0,14.6443974,11.468,107.2
82.0,14.6986246,10.394,112.5
82.0,14.7528516,5.306,225.2
82.0,14.8070783,9.651,227.1
82.0,14.8613047,15.702,234.6
82.0,14.9155309,28.788,242.1
82.0,14.9697569,44.232,247.0
82.0,15.0239826,53.395,247.7
82.0,15.078208,48.749,246.0
82.0,15.1324332,49.752,242.8
82.0,15.1866581,49.272,242.5
82.0,15.2408827,42.964,241.3
82.0,15.2951071,44.774,239.6
