lng,lat,speed,direction
92.7343537,10.1884213,41.967,100.2
92.7343633,10.242667,25.143,140.2
92.7343729,10.2969124,26.351,134.6
92.7343825,10.3511577,24.945,147.9
92.7343922,10.4054028,22.337,172.0
92.7344019,10.4596477,20.348,172.0
92.7344117,10.5138924,19.763,91.7
92.7344214,10.568137,22.917,94.9
92.7344313,10.6223814,26.678,122.6
92.7344411,10.6766255,32.275,115.7
92.734451,10.7308694,42.501,106.5
92.7344609,10.7851133,44.492,92.3
92.7344709,10.8393569,55.247,88.2
92.7344809,10.8936003,46.957,82.7
92.7344909,10.9478435,48.68,87.8
92.734501,11.0020866,39.477,89.2
92.7891084,10.1884067,31.196,113.3
92.7891276,10.2426523,22.474,127.2
92.7891468,10.2968978,24.207,125.7
92.789166,10.351143,22.007,153.3
92.7891854,10.4053881,21.674,168.0
92.7892048,10.4596329,23.077,171.3
92.7892243,10.5138776,18.666,127.1
92.7892439,10.5681222,21.215,96.5
92.7892635,10.6223665,23.3,112.0
92.7892832,10.6766107,29.127,116.7
92.789303,10.7308546,39.126,109.2
92.7893228,10.7850983,43.887,96.4
92.7893428,10.8393419,57.669,93.5
92.7893628,10.8935853,44.103,91.1
92.7893828,10.9478285,44.182,93.0
92.789403,11.0020716,38.453,96.7
92.7894232,11.0563143,22.57,94.9
92.7894435,11.1105569,6.213,89.3
92.7894638,11.1647994,11.397,75.9
92.7894843,11.2190416,17.038,75.5
92.7895048,11.2732836,12.228,85.9
92.7895253,11.3275254,17.56,100.3
92.789546,11.381767,17.597,122.8
92.7895667,11.4360085,16.586,150.2
92.7895875,11.4902497,18.016,135.2
92.7896084,11.5444908,20.87,124.7
92.7896293,11.5987316,21.269,101.3
92.8438345,10.1341365,31.498,98.1
92.843863,10.1883823,32.439,105.0
92.8438917,10.2426279,17.58,132.7
92.8439206,10.2968733,19.945,137.8
92.8439495,10.3511185,22.148,131.0
92.8439785,10.4053636,18.763,145.3
92.8440076,10.4596083,20.633,154.4
92.8440369,10.513853,18.991,144.1
92.8440662,10.5680975,19.927,119.2
92.8440957,10.6223418,23.811,121.2
92.8441252,10.6765859,31.459,121.4
92.8441549,10.7308297,33.161,110.9
92.8441847,10.7850735,45.76,102.4
92.8442145,10.839317,43.042,100.1
92.8442445,10.8935604,37.372,99.6
92.8442746,10.9478035,30.756,105.4
92.8443049,11.0020465,29.643,103.3
92.8443352,11.0562892,20.175,101.7
92.8443656,11.1105318,9.177,100.9
92.8443961,11.1647742,12.378,72.5
92.8444268,11.2190164,18.723,73.0
92.8444576,11.2732584,21.931,80.5
92.8444884,11.3275001,20.727,92.4
92.8445194,11.3817417,19.357,109.1
92.8445505,11.4359831,17.93,124.0
92.8445817,11.4902243,19.185,115.6
92.844613,11.5444653,20.754,104.7
92.8446444,11.5987061,21.532,90.9
92.8446759,11.6529466,20.62,56.9
92.8447076,11.707187,23.761,76.8
92.8985416,10.0798567,29.964,95.7
92.8985796,10.1341025,36.861,98.4
92.8986177,10.1883482,27.065,104.3
92.898656,10.2425937,19.923,118.3
92.8986944,10.2968391,20.071,132.7
92.898733,10.3510842,20.327,129.9
92.8987717,10.4053292,20.701,137.7
92.8988105,10.4595739,21.127,148.1
92.8988495,10.5138185,24.538,155.3
92.8988886,10.5680629,21.165,128.3
92.8989279,10.6223072,24.642,123.4
92.8989673,10.6765512,29.83,123.7
92.8990069,10.730795,30.987,118.2
92.8990466,10.7850387,29.279,115.6
92.8990864,10.8392822,33.538,106.0
92.8991264,10.8935255,36.386,102.8
92.8991665,10.9477686,26.039,112.3
92.8992068,11.0020115,26.275,110.8
92.8992473,11.0562541,18.906,111.6
92.8992878,11.1104966,15.455,94.4
92.8993285,11.1647389,16.825,77.7
92.8993694,11.2189811,20.95,73.1
92.8994104,11.273223,20.194,76.4
92.8994516,11.3274647,18.25,78.1
92.8994929,11.3817062,20.099,84.6
92.8995343,11.4359475,18.736,90.4
92.8995759,11.4901887,19.965,82.6
92.8996177,11.5444296,20.193,71.7
92.8996595,11.5986703,21.455,57.5
92.8997016,11.6529108,20.673,56.5
92.8997438,11.7071511,19.999,69.5
92.8997861,11.7613912,20.168,82.1
92.9533248,10.1340587,17.737,118.5
92.9533724,10.1883043,18.96,110.6
92.9534203,10.2425498,16.009,124.1
92.9534683,10.296795,15.831,137.5
92.9535165,10.3510401,17.513,150.2
92.9535648,10.405285,19.149,146.4
92.9536134,10.4595296,22.677,159.0
92.9536621,10.5137742,24.448,157.2
92.953711,10.5680185,22.936,140.4
92.9537601,10.6222627,23.772,130.2
92.9538094,10.6765066,27.265,132.0
92.9538588,10.7307503,29.225,121.4
92.9539084,10.7849939,29.881,116.0
92.9539583,10.8392373,32.448,112.1
92.9540083,10.8934805,35.406,106.3
92.9540584,10.9477236,28.198,109.9
92.9541088,11.0019664,22.767,119.9
92.9541593,11.0562089,21.204,112.1
92.95421,11.1104514,19.97,100.4
92.9542609,11.1646936,17.917,86.6
92.954312,11.2189357,17.294,84.7
92.9543633,11.2731775,17.369,80.9
92.9544147,11.3274191,18.937,74.6
92.9544663,11.3816606,19.832,76.4
92.9545182,11.4359018,21.555,68.5
92.9545701,11.4901429,21.316,59.1
92.9546223,11.5443837,23.938,47.9
92.9546747,11.5986244,22.491,46.1
92.9547272,11.6528647,20.572,51.1
92.9547799,11.707105,17.716,62.2
92.9548329,11.761345,16.673,82.3
92.954886,11.8155849,10.527,91.2
93.0080699,10.1340052,18.204,206.1
93.0081271,10.1882507,11.712,154.9
93.0081845,10.242496,12.213,161.9
93.0082421,10.2967412,12.118,170.5
93.0082999,10.3509862,15.054,172.5
93.008358,10.405231,18.878,170.6
93.0084162,10.4594755,21.497,172.3
93.0084747,10.51372,20.251,156.4
93.0085334,10.5679642,20.594,144.1
93.0085923,10.6222083,20.51,131.3
93.0086514,10.6764521,24.804,128.2
93.0087108,10.7306957,31.222,129.0
93.0087703,10.7849392,29.69,121.5
93.0088301,10.8391825,26.642,128.2
93.0088901,10.8934256,26.766,121.9
93.0089503,10.9476686,29.079,114.4
93.0090107,11.0019113,25.819,116.0
93.0090714,11.0561538,22.813,112.2
93.0091322,11.1103961,19.53,107.5
93.0091933,11.1646382,21.273,92.1
93.0092546,11.2188802,20.04,86.0
93.0093161,11.273122,17.019,84.3
93.0093778,11.3273634,16.473,78.4
93.0094398,11.3816048,17.885,65.5
93.009502,11.4358459,19.068,58.4
93.0095643,11.4900869,21.963,48.4
93.009627,11.5443276,22.548,41.9
93.0096898,11.5985682,21.349,39.9
93.0097528,11.6528085,14.687,44.6
93.0098161,11.7070486,10.304,31.3
93.0098796,11.7612886,8.375,73.4
93.0099433,11.8155283,5.681,352.6
93.0100073,11.8697678,15.179,114.4
93.062815,10.1339419,25.926,224.9
93.0628817,10.1881873,21.099,214.1
93.0629487,10.2424326,16.455,202.6
93.0630159,10.2966776,13.595,189.6
93.0630834,10.3509225,16.295,188.1
93.0631511,10.4051672,17.986,183.4
93.0632191,10.4594116,18.096,182.5
93.0632873,10.5136559,16.94,171.6
93.0633558,10.5679,18.213,153.2
93.0634245,10.622144,19.932,138.4
93.0634935,10.6763877,24.211,132.4
93.0635627,10.7306312,30.327,133.4
93.0636322,10.7848746,29.047,130.3
93.0637019,10.8391178,28.515,143.1
93.0637719,10.8933608,27.247,138.2
93.0638421,10.9476036,26.934,123.1
93.0639126,11.0018462,27.2,116.1
93.0639834,11.0560885,25.448,112.0
93.0640544,11.1103308,21.882,116.7
93.0641256,11.1645728,19.901,111.5
93.0641971,11.2188146,18.026,93.2
93.0642689,11.2730563,15.946,83.7
93.0643409,11.3272976,14.76,73.8
93.0644132,11.3815389,16.018,61.3
93.0644857,11.4357799,18.364,44.8
93.0645585,11.4900207,19.346,44.1
93.0646316,11.5442614,17.771,42.0
93.0647049,11.5985018,17.245,30.2
93.0647784,11.652742,10.17,31.2
93.0648523,11.706982,8.032,5.6
93.0649263,11.7612218,7.285,347.0
93.0650007,11.8154614,2.98,75.4
93.0650753,11.8697008,3.671,59.2
93.0651501,11.92394,25.13,108.4
93.1175601,10.1338689,25.058,225.3
93.1176363,10.1881142,25.083,221.7
93.1177129,10.2423593,19.309,219.9
93.1177897,10.2966042,17.396,216.5
93.1178668,10.350849,18.019,204.4
93.1179442,10.4050935,21.329,206.7
93.1180219,10.4593378,20.602,200.6
93.1180998,10.513582,17.822,183.4
93.1181781,10.567826,20.952,173.0
93.1182566,10.6220698,22.174,156.1
93.1183355,10.6763134,22.419,140.8
93.1184146,10.7305568,28.877,140.8
93.118494,10.7848,31.071,154.1
93.1185737,10.8390431,32.207,157.4
93.1186537,10.8932859,32.853,170.1
93.1187339,10.9475286,28.795,173.3
93.1188145,11.0017711,26.666,143.9
93.1188954,11.0560133,24.711,130.1
93.1189765,11.1102554,22.409,123.1
93.1190579,11.1644973,20.549,109.2
93.1191397,11.218739,19.984,93.9
93.1192217,11.2729805,17.112,82.9
93.119304,11.3272217,16.03,72.7
93.1193866,11.3814628,16.401,54.4
93.1194695,11.4357037,17.634,44.7
93.1195527,11.4899444,13.515,44.4
93.1196362,11.5441849,15.117,30.7
93.1197199,11.5984252,8.882,42.9
93.119804,11.6526652,7.335,22.9
93.1198884,11.7069051,6.309,10.1
93.119973,11.7611448,5.815,4.7
93.120058,11.8153843,9.814,80.2
93.1201432,11.8696236,38.281,107.1
93.1202288,11.9238625,40.072,106.9
93.1203146,11.9781014,69.212,115.2
93.1723908,10.1880314,33.011,224.5
93.1724769,10.2422763,25.971,227.6
93.1725634,10.2965211,23.964,228.2
93.1726501,10.3507656,20.05,225.1
93.1727372,10.40501,21.661,218.4
93.1728246,10.4592542,23.091,208.9
93.1729123,10.5134982,22.088,195.0
93.1730003,10.5677421,17.585,171.9
93.1730887,10.6219857,18.205,160.1
93.1731773,10.6762292,26.184,158.6
93.1732664,10.7304724,29.272,157.5
93.1733557,10.7847155,33.16,161.4
93.1734453,10.8389584,36.223,169.7
93.1735353,10.8932011,35.888,172.0
93.1736256,10.9474436,33.384,173.3
93.1737163,11.0016859,31.293,154.6
93.1738072,11.055928,26.943,139.5
93.1738985,11.1101699,24.899,125.0
93.1739901,11.1644117,20.963,109.4
93.1740821,11.2186532,21.535,96.8
93.1741743,11.2728946,18.754,87.1
93.1742669,11.3271356,18.933,69.3
93.1743599,11.3813766,19.163,54.1
93.1744531,11.4356173,16.084,50.9
93.1745467,11.4898579,12.353,49.8
93.1746406,11.5440982,9.18,66.8
93.1747349,11.5983384,7.249,107.6
93.1748294,11.6525783,2.187,123.9
93.1749244,11.706818,3.73,100.6
93.1750196,11.7610575,6.118,13.5
93.1751152,11.8152969,8.183,67.4
93.1752111,11.869536,37.994,108.1
93.1753073,11.9237748,41.416,110.9
93.1754039,11.9780135,44.844,113.6
93.1755008,12.032252,27.526,109.6
93.2272411,10.2421835,34.678,227.0
93.2273371,10.2964281,29.854,230.1
93.2274335,10.3506725,25.654,228.2
93.2275302,10.4049168,23.798,225.7
93.2276273,10.4591607,24.305,213.9
93.2277248,10.5134046,20.305,202.2
93.2278226,10.5676483,17.173,176.7
93.2279208,10.6218917,21.222,160.2
93.2280193,10.6761351,27.128,167.8
93.2281182,10.7303781,31.388,169.2
93.2282174,10.784621,36.555,170.6
93.2283171,10.8388637,37.822,180.2
93.228417,10.8931063,38.537,177.9
93.2285174,10.9473486,34.422,163.3
93.2286181,11.0015908,32.475,156.4
93.2287192,11.0558327,27.518,144.7
93.2288206,11.1100744,26.785,126.0
93.2289224,11.164316,24.096,108.6
93.2290245,11.2185574,22.311,101.1
93.2291271,11.2727986,21.453,79.4
93.2292299,11.3270395,22.487,59.3
93.2293332,11.3812802,17.692,56.3
93.2294368,11.4355208,16.292,55.9
93.2295408,11.4897612,11.085,65.2
93.2296451,11.5440014,9.509,107.9
93.2297499,11.5982414,12.134,127.8
93.2298549,11.6524811,13.039,139.0
93.2299604,11.7067206,13.618,127.0
93.2300662,11.76096,12.151,107.0
93.2301724,11.8151991,16.414,94.1
93.230279,11.8694381,14.174,87.9
93.2303859,11.9236767,20.278,103.7
93.2304932,11.9779153,28.278,116.2
93.2306008,12.0321536,31.696,114.5
93.2821108,10.2963254,34.436,232.6
93.2822168,10.3505696,29.179,232.4
93.2823232,10.4048137,30.458,225.9
93.28243,10.4590574,28.956,218.0
93.2825372,10.5133011,23.23,209.3
93.2826448,10.5675446,20.182,187.9
93.2827528,10.6217879,22.222,173.9
93.2828612,10.676031,27.196,175.4
93.28297,10.7302738,29.589,175.0
93.2830792,10.7845166,32.994,171.4
93.2831887,10.8387591,33.911,169.9
93.2832987,10.8930015,35.496,171.0
93.2834091,10.9472437,35.186,163.1
93.2835199,11.0014856,31.166,156.1
93.283631,11.0557273,25.057,143.9
93.2837426,11.1099689,26.484,123.5
93.2838546,11.1642103,25.245,112.2
93.283967,11.2184515,24.459,99.8
93.2840797,11.2726925,27.958,70.1
93.2841929,11.3269332,20.912,62.0
93.2843065,11.3811738,17.083,71.1
93.2844205,11.4354142,12.09,96.4
93.2845348,11.4896543,15.914,138.3
93.2846496,11.5438943,21.62,147.0
93.2847648,11.5981341,22.678,141.7
93.2848804,11.6523736,23.704,143.4
93.2849964,11.706613,19.963,130.9
93.2851128,11.7608522,20.121,125.4
93.2852296,11.8150911,18.461,113.9
93.2853468,11.8693299,11.382,102.7
93.2854644,11.9235684,17.934,113.0
93.2855825,11.9778067,17.102,113.5
93.2857009,12.0320448,9.841,107.1
93.2858197,12.0862828,12.662,107.2
93.3368844,10.2962129,29.804,239.4
93.3370001,10.3504569,29.843,236.8
93.3371162,10.4047007,32.069,227.3
93.3372327,10.4589443,27.934,222.3
93.3373496,10.5131878,25.018,211.3
93.337467,10.567431,23.409,198.0
93.3375848,10.6216741,26.208,186.6
93.3377031,10.6759171,28.098,181.2
93.3378217,10.7301597,27.959,174.0
93.3379408,10.7844022,27.61,164.5
93.3380604,10.8386446,32.695,168.8
93.3381804,10.8928867,30.333,160.0
93.3383008,10.9471287,29.454,145.8
93.3384216,11.0013704,30.267,149.7
93.3385429,11.0556119,24.805,126.7
93.3386646,11.1098533,26.062,121.2
93.3387868,11.1640945,23.721,113.4
93.3389093,11.2183355,27.082,91.6
93.3390324,11.2725763,25.425,81.8
93.3391558,11.3268167,23.281,79.0
93.3392797,11.3810571,18.923,106.0
93.3394041,11.4352973,15.274,118.8
